"","site","stream","month","day","year","latitude","longitude","huc4","wet_dry","wet_wetdry_dry","prosper_ma","fish_sampled_length_m","fish_presence","richness","evenness","abundance","abundance_per_m","bg_rel_abund","blbh_rel_abund","brmn_rel_abund","brsb_rel_abund","carp_rel_abund","ccat_rel_abund","cmsh_rel_abund","crch_rel_abund","fhch_rel_abund","fhmn_rel_abund","ge_rel_abund","gsh_rel_abund","gsun_rel_abund","iowa_rel_abund","jdt_rel_abund","lkch_rel_abund","ll_rel_abund","lmb_rel_abund","lndc_rel_abund","lnsu_rel_abund","np_rel_abund","odt_rel_abund","pkf_rel_abund","plsu_rel_abund","ptmn_rel_abund","pump_rel_abund","rcsu_rel_abund","rdsh_rel_abund","rkb_rel_abund","scat_rel_abund","sdsh_rel_abund","shrh_rel_abund","smb_rel_abund","smbuf_rel_abund","str_rel_abund","we_rel_abund","wsmn_rel_abund","wsplmn_rel_abund","wsu_rel_abund","ylbh_rel_abund","yp_rel_abund","comid","habitat_sampled_length_m","mean_depth_m","max_depth_m","mean_width_m","depth_x_width_m2","discharge_m3_s","mean_velocity_m_s","percent_pool","percent_riffle","percent_run","wetted_area_m2","wetted_area_per100m","temp_c","conductivity","specific_cond","percent_do","do_mg_L","turbidity_cm","dom_substrate","MJJA_HIST","BFICat","ICI_v2_1","wet_dry_01"
"45","CR4","Crow Creek",7,27,2023,41.10257,-104.45925,"1019","Wet","Wet",0.493987874,260,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2875835",260,0.21676923,0.62,5.3453846,1.15871491,0.083844,0.048666667,4.3373302,19.7362137,75.9264561,1641.632,631.397,18.8,582,661,129.7,12.06,95,"Silt, gravel, cobble",7.75050879,60.057,0.483876033139206,1
"46","CR5","Crow Creek",7,26,2023,41.10612,-104.50518,"1019","Wet","Wet",0.550636363,260,1,5,0.10500464,152,0.584615385,NA,NA,NA,NA,0.006578947,NA,NA,0.309210526,NA,0.532894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019736842,NA,NA,"2875835",260,0.267,1,5.7207143,1.52743071,0.123832,0.053333333,23.491103,4.037036,72.471861,1888.217,726.237,19,558,630,7.7,83.2,95,"Silt, gravel",7.75050879,60.057,0.483876033139206,1
"47","CR6","Crow Creek",9,1,2023,41.12808,-104.67712,"1019","Wet","Wet",0.563315148,260,1,4,0.18293101,149,0.573076923,NA,NA,NA,NA,NA,NA,NA,0.395973154,NA,0.308724832,NA,NA,NA,NA,NA,NA,NA,NA,0.248322148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046979866,NA,NA,"2875875",260,0.32528571,0.8,5.0292857,1.6359548,0.5774269,0.316666667,0.5846671,56.9306698,42.484663,1364.024,524.625,17,544,642,70.9,6.84,24.5,"Gravel, sand, cobble",7.49933624,58.2202,0.734877828400666,1
"48","CR7","Crow Creek",8,29,2023,41.11905,-104.71432,"1019","Wet","Wet",0.506284841,260,1,4,0.09650345,494,1.9,NA,NA,NA,NA,NA,NA,NA,0.244939271,NA,0.710526316,NA,NA,NA,NA,NA,NA,NA,NA,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006072874,NA,NA,"2875523",260,0.15785714,0.6,2.4892857,0.39295153,0.0142968,0.029333333,55.5772346,8.6047055,35.8180598,585.819,225.315,16.8,718,850,65.2,6.3,20,"Gravel, silt, cobble",7.29197121,58,0.696634078296191,1
"49","CR8","Crow Creek",7,5,2023,41.14814,-104.85906,"1019","Wet","Wet",0.798187879,260,1,8,0.13825907,495,1.903846154,NA,NA,NA,NA,NA,NA,0.103030303,0.212121212,NA,0.258585859,NA,NA,0.008080808,0.016161616,0.117171717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096969697,NA,NA,NA,0.187878788,NA,NA,"2875511",260,0.47928571,0.9,4.6935714,2.24956173,0.040392,0.022,NA,NA,NA,NA,NA,13.5,300.8,380.4,39.3,4.1,48,"Gravel",6.72617388,58,0.503037950408055,1
"50","CR8-1","Crow Creek",8,30,2023,41.14251,-104.85119,"1019","Wet","Wet",0.789545458,260,1,7,0.17647237,475,1.826923077,NA,NA,NA,NA,NA,NA,0.309473684,0.214736842,NA,0.141052632,NA,NA,NA,NA,0.233684211,NA,NA,NA,0.025263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031578947,NA,NA,NA,0.044210526,NA,NA,"2875511",260,0.23071429,0.85,3.7721429,0.87028724,0.0111666,0.012,NA,NA,NA,NA,NA,13.9,466.8,593,35.8,3.69,32.5,"Gravel, silt",6.72617388,58,0.503037950408055,1
"51","CR9","Crow Creek",7,6,2023,41.1569,-104.8749,"1019","Wet","Wet",0.792533322,260,1,6,0.18346972,548,2.107692308,NA,NA,NA,NA,NA,NA,0.560218978,0.191605839,NA,0.054744526,NA,NA,NA,NA,0.078467153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080291971,NA,NA,NA,0.034671533,NA,NA,"2875493",260,0.27742857,0.67,3.3907143,0.94068102,0.015587,0.038666667,NA,NA,NA,NA,NA,14.4,334.8,419.1,60.4,6.16,78.5,"Gravel, silt",6.49862337,58,0.769548054812167,1
"52","HW1","Hanging Woman Creek",8,2,2023,45.31999,-106.5171,"1009","Wet","Wet",0.734006065,260,1,7,0.08535981,521,2.003846154,NA,NA,NA,NA,0.013435701,NA,NA,NA,NA,NA,NA,0.314779271,0.001919386,NA,NA,NA,NA,NA,NA,NA,0.001919386,NA,NA,NA,NA,0.341650672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017274472,NA,0.309021113,"5333505",260,NA,NA,5.3071429,NA,0.0230879,0.072666667,59.2186593,10.4273715,30.3539693,1365.627,525.241,22.4,2897,3046,60,5.16,95,"Silt, cobble, gravel",37.69274139,55.2837,0.844323280138591,1
"53","HW2","Hanging Woman Creek",8,2,2023,45.29754,-106.50551,"1009","Wet","Wet",0.722666668,260,1,4,0.27396649,11,0.042307692,NA,NA,NA,NA,0.181818182,NA,NA,NA,NA,0.363636364,NA,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5334729",260,0.27985714,0.7,4.4585714,1.24776306,0.03015277,0.150666667,52.8107251,7.6382337,39.5510412,1294.239,497.784,23.7,3009,3087,103.4,8.69,95,"Silt, gravel",37.41112518,51.8868,0.822153785036194,1
"54","HW3","Hanging Woman Creek",9,17,2023,45.25106,-106.48938,"1009","Wet","Wet",0.720751526,260,1,5,0.1431834,187,0.719230769,NA,NA,0.026737968,NA,0.037433155,NA,NA,NA,NA,0.663101604,NA,NA,0.213903743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058823529,NA,NA,"5334757",260,0.22757143,1.14,2.4571429,0.55917551,0.02581,0.047333333,33.223565,11.1760818,55.6003532,783.772,301.451,14.1,2532,3198,57.3,5.83,95,"Silt, gravel, cobble",30.11097145,55.9271,0.813587512712323,1
"55","HW5","Hanging Woman Creek",9,16,2023,45.15095,-106.47965,"1009","Wet","Wet",0.681909086,200,1,6,0.11714407,156,0.78,NA,0.006410256,0.416666667,NA,0.038461538,NA,NA,NA,NA,0.230769231,NA,NA,0.269230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038461538,NA,NA,"5334035",200,0.29,0.51,5.3981818,1.56547273,0.0070215,0.008666667,0,0.6984562,99.3015438,1272.807,636.404,17.3,2790,3271,95.7,9.12,87,"Silt, gravel, cobble",26.30033302,58,0.835744801257329,1
"56","HW6","Hanging Woman Creek",9,16,2023,45.14617,-106.4858,"1009","Wet","Wet",0.681581825,260,1,4,0.17724974,150,0.576923077,NA,NA,0.56,NA,0.04,NA,NA,NA,NA,0.26,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5334035",260,0.18685714,0.38,4.2521429,0.79454327,0.004257,0.020666667,6.5479432,2.8122549,90.6398019,1167.924,449.202,13,2497,3241,41.8,4.37,95,"Silt, gravel",26.30033302,58,0.835744801257329,1
"57","HW7","Hanging Woman Creek",8,3,2023,44.99619,-106.41958,"1009","Wet","Wet",0.577321217,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5337655",260,0.129,0.32,4.8535714,0.62611071,NA,NA,0,0,100,1347.564,518.294,23.9,8337,8515,18.9,1.54,57,"Silt",3.74658537,54.8061,0.830066204800494,1
"58","HW8","Hanging Woman Creek",8,3,2023,44.95777,-106.3845,"1009","Dry","WetDry",0.505199998,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5337817",260,0.11430769,0.5,1.0015385,0.11448355,NA,NA,100,0,0,246.134,94.667,19.3,3668,4120,5.3,0.49,29,"Silt",2.25754547,55.7904,0.840811869399634,0
"59","HW9","Hanging Woman Creek",NA,NA,2023,44.89429,-106.33282,"1009","Dry","Dry",0.381787875,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5337981",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.03410113,55.9487,0.854838929762606,0
"60","LP1","Lodgepole Creek",NA,NA,2023,41.19284,-104.07657,"1019","Dry","Dry",0.725151517,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456801",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,31.62687302,68.2066,0.22915528090248,0
"61","LP1-2","Lodgepole Creek",NA,NA,2023,41.15685,-104.20232,"1019","Dry","Dry",0.712145459,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457183",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16.64577293,67.76,0.281931153006729,0
"62","LP2","Lodgepole Creek",8,15,2023,41.23016,-104.39445,"1019","Wet","Wet",0.763145454,260,1,6,0.09129939,673,2.588461538,NA,NA,NA,NA,NA,NA,0.008915305,0.200594354,NA,0.017830609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493313522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276374443,NA,NA,NA,0.002971768,NA,NA,"17457167",260,0.12371429,0.29,1.2835714,0.15879612,0.00305711,0.014666667,40.0211922,34.0536549,25.9251529,249.148,95.826,13.7,152.8,194.8,76.3,7.91,95,"Silt, gravel, cobble",13.58662128,64.8482,0.464267808179694,1
"63","LP3","Lodgepole Creek",8,14,2023,41.2342,-104.43405,"1019","Wet","Wet",0.763915149,260,1,5,0.11031182,209,0.803846154,NA,NA,0.301435407,NA,NA,NA,NA,0.009569378,NA,0.622009569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04784689,0.019138756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457167",260,0.05657143,0.22,1.2635714,0.07148204,0.001086,0.017333333,52.6423268,8.564868,38.7928052,326.625,125.625,13.8,39.2,50.1,78.5,8.13,65,"Silt, gravel",13.58662128,64.8482,0.464267808179694,1
"64","LP4","Lodgepole Creek",6,19,2023,41.24006,-104.45514,"1019","Dry","WetDry",0.758684848,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457167",260,0.08181818,0.48,1.8590909,0.15210744,NA,NA,60.0777323,0,39.9222677,316.728,121.818,15.6,415.4,506,64.1,6.35,95,"Mud, silt, emergent vegetation",13.58662128,64.8482,0.464267808179694,0
"65","LP5","Lodgepole Creek",6,22,2023,41.24014,-104.46549,"1019","Wet","Wet",0.764527258,260,1,4,0.22373657,16,0.061538462,NA,NA,NA,NA,NA,NA,NA,0.142857143,NA,0.071428571,NA,NA,NA,0.214285714,NA,NA,NA,NA,NA,NA,NA,0.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457167",260,0.15142857,0.34,1.5857143,0.2401224,0.006576,0.049333333,53.3965826,0.6968201,45.9065973,451.336,173.591,16.7,264.2,313.7,61.7,5.99,95,"Silt, gravel",13.58662128,64.8482,0.464267808179694,1
"66","LP6","Lodgepole Creek",6,29,2023,41.23969,-104.4767,"1019","Wet","Wet",0.76750909,260,1,6,0.2122927,109,0.419230769,NA,NA,NA,NA,NA,NA,NA,0.091743119,NA,0.04587156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165137615,0.100917431,NA,0.073394495,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52293578,NA,NA,NA,NA,NA,NA,"17457167",260,0.13357143,0.32,1.2257143,0.49308735,0.0022557,0.018666667,27.2253623,9.3876221,63.3870156,309.972,119.22,19,373,420.9,92.2,8.54,95,"Silt, gravel, some larger rocks",13.58662128,64.8482,0.464267808179694,1
"67","LP7","Lodgepole Creek",6,28,2023,41.24047,-104.48567,"1019","Wet","Wet",0.763412111,260,1,7,0.09923148,347,1.334615385,NA,NA,NA,NA,NA,NA,0.066282421,0.16426513,NA,0.616714697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002881844,0.002881844,NA,0.129682997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017291066,NA,NA,NA,NA,NA,NA,"17457167",260,0.194,0.54,1.7835714,0.34601286,0.0028014,0.017333333,55.342937,0,44.657063,843.085,324.263,16,331.6,400.1,44.1,4.35,95,"Silt, some gravel",13.58662128,64.8482,0.464267808179694,1
"68","LP8","Lodgepole Creek",8,17,2023,41.24015,-104.48809,"1019","Dry","WetDry",0.766078794,260,1,5,0.08949459,237,0.911538462,NA,NA,NA,NA,NA,NA,NA,0.717299578,NA,0.016877637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004219409,NA,NA,0.257383966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004219409,NA,NA,NA,NA,NA,NA,"17457167",260,0.169,0.5,1.965,0.332085,NA,NA,39.4843174,0,60.5156826,287.58,110.608,16,209.1,252.3,44,4.35,95,"Silt, lots of vegetation",13.58662128,64.8482,0.464267808179694,0
"69","MGL2","Muddy Creek (Glendo)",7,10,2023,42.59949,-104.93953,"1018","Wet","Wet",0.697042416,100,1,1,NA,1,0.01,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22093119",100,NA,NA,3.232,NA,NA,NA,0,0,100,504.195,504.195,19.2,320.4,360.4,1.1,0.11,80.5,"Silt",1.04987621,52,0.386363354337666,1
"70","MGL3","Muddy Creek (Glendo)",8,21,2023,42.62274,-104.92633,"1018","Wet","Wet",0.67423031,260,1,3,0.26991476,116,0.446153846,NA,NA,NA,NA,0.129310345,NA,NA,NA,NA,0.525862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22092537",260,0.14385714,0.26,0.6114286,0.08795837,0.00531433,0.033333333,0,1.0050005,98.9949995,142.786,54.918,20.3,256.3,281.4,69.2,6.25,57,"Silt, cobble",0.96549076,51.1603,0.785813766158002,1
"71","MGL5","Muddy Creek (Glendo)",8,22,2023,42.65612,-104.83703,"1018","Wet","Wet",0.655690899,260,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22092449",260,NA,NA,2.4314286,NA,NA,NA,75.0046319,0,24.9953681,642.291,247.035,18,274.8,316.8,142.4,13.47,95,"Silt",0.8229143,52,0.863331198629278,1
"72","MGL6","Muddy Creek (Glendo)",8,23,2023,42.65367,-104.82366,"1018","Dry","WetDry",0.646478796,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22092449",260,0.0656,0.3,0.936,0.0614016,NA,NA,74.6090292,0,25.3909708,61.002,23.462,17.8,210.1,243.5,47.7,4.53,95,"Silt",0.8229143,52,0.863331198629278,0
"73","MGL7","Muddy Creek (Glendo)",NA,NA,2023,42.72726,-104.72559,"1018","Dry","Dry",0.42,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22092323",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.13981472,52.6514,0.804371657703671,0
"74","MLP0","Muddy Creek (LP)",NA,NA,2023,41.15595,-104.09061,"1019","Dry","Dry",0.63996364,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456841",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14.38995934,67.9105,0.303194032937769,0
"75","MLP1","Muddy Creek (LP)",NA,NA,2023,41.11699,-104.11191,"1019","Dry","Dry",0.644963633,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456841",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14.38995934,67.9105,0.303194032937769,0
"76","MLP1-2","Muddy Creek (LP)",6,21,2023,41.09706,-104.13492,"1019","Wet","Wet",0.661581811,260,1,1,NA,1,0.003846154,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456843",260,0.19814286,0.55,3.0621429,0.60674173,0.07364,0.054,1.1078305,1.8719826,97.0201869,2498.848,961.095,19.1,438.3,494.3,70.8,6.55,95,"Silt, some gravel",4.25043058,67.4127,0.346428411558055,1
"77","MLP2","Muddy Creek (LP)",6,20,2023,41.10106,-104.15552,"1019","Wet","Wet",0.681351508,260,1,2,0.13087033,24,0.092307692,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456843",260,0.23914286,0.46,1.7421429,0.41662102,0.050749,0.068666667,0,0,100,2159.506,830.579,18.3,403.6,462.7,78.2,7.35,95,"Silt, some submerged vegetation",4.25043058,67.4127,0.346428411558055,1
"78","MLP3","Muddy Creek (LP)",8,8,2023,41.12196,-104.21717,"1019","Wet","Wet",0.673454539,260,1,6,0.1374183,337,1.296153846,NA,NA,0.068249258,NA,NA,NA,NA,0.712166172,NA,0.074183976,NA,NA,NA,NA,NA,NA,NA,NA,0.106824926,NA,NA,NA,0.020771513,NA,0.017804154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457195",260,0.23457143,0.56,1.9407143,0.45523612,0.05269338,0.158666667,9.4656179,45.0665313,45.4678508,492.625,189.471,14.6,258.5,322,91.4,9.28,95,"Gravel, silt",3.9744339,65.0334,0.316953867904315,1
"79","MLP4","Muddy Creek (LP)",8,16,2023,41.13206,-104.25468,"1019","Wet","Wet",0.665496972,260,1,9,0.11221345,387,1.488461538,NA,NA,0.054263566,NA,NA,NA,NA,0.542635659,NA,0.012919897,NA,NA,NA,0.010335917,NA,NA,NA,0.012919897,0.173126615,NA,NA,NA,0.067183463,NA,0.124031008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002583979,NA,NA,"17457195",260,0.19971429,0.48,1.17,0.23366571,0.02827287,0.121333333,0.4843312,9.408121,90.1075479,205.025,78.856,15.4,218.3,267.4,74.9,7.48,57,"Silt, gravel",3.9744339,65.0334,0.316953867904315,1
"80","MLP5","Muddy Creek (LP)",8,7,2023,41.13569,-104.2756,"1019","Wet","Wet",0.667012128,180,1,8,0.12221512,187,1.038888889,0.005434783,NA,0.092391304,NA,NA,NA,NA,0.630434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005434783,0.168478261,NA,NA,NA,0.016304348,NA,0.048913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032608696,NA,NA,"17456829",260,0.36257143,0.64,1.2971429,0.4703069,0.0582043,0.106,33.2873314,0,66.7126686,390.563,150.217,14.8,228.4,283.2,74.9,7.58,29,"Silt",1.46871972,65.6024,0.359796767600643,1
"81","MLP6","Muddy Creek (LP)",6,26,2023,41.14143,-104.32197,"1019","Wet","Wet",0.639339389,260,1,3,0.09450284,186,0.715384615,NA,NA,NA,NA,NA,NA,NA,0.806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182795699,NA,0.010752688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456817",260,0.17157143,0.45,2.1664286,0.37169724,0.02991,0.095333333,3.1548041,0,96.8451959,728.508,280.195,18,261.9,301.8,91,8.6,95,"Silt, gravel",0.55402839,65.9133,0.410960915708442,1
"82","MLP7","Muddy Creek (LP)",6,27,2023,41.1437,-104.3402,"1019","Wet","Wet",0.581872731,260,1,1,NA,84,0.323076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456817",260,0.16557143,0.34,1.9671429,0.32570265,0.00225,0.029333333,40.826301,0,59.173699,866.706,333.348,19.1,153.8,173.6,40.1,3.71,74.5,"Silt, vegetation",0.55402839,65.9133,0.410960915708442,1
"83","MLP8","Muddy Creek (LP)",NA,NA,2023,41.15125873,-104.4017659,"1019","Dry","Dry",0.221830306,260,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17456813",260,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.08300376,65.5249,0.820336914844968,0
"84","PD1","Prairie Dog Creek",9,15,2023,44.98466,-106.83976,"1009","Wet","Wet",0.451072732,260,1,3,1,3,0.011538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA,"5337699",260,NA,NA,4.3214286,NA,1.8614,0.541333333,3.1292027,37.0659587,59.8048386,1006.039,386.938,16.3,500,600,87.5,8.57,16,"Silt, gravel",31.71461868,60.6239,0.421133112730128,1
"85","PD2","Prairie Dog Creek",9,15,2023,44.96665,-106.83718,"1009","Wet","Wet",0.842151508,260,1,3,0.31823195,5,0.019230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,"5337699",260,NA,NA,6.1614286,NA,1.6919285,0.610666667,0,18.9682795,81.0317205,1751.424,673.625,15,470.2,584,79.4,8,16,"Gravel, cobble",31.71461868,60.6239,0.421133112730128,1
"86","PD3","Prairie Dog Creek",9,15,2023,44.94249,-106.8562,"1009","Wet","Wet",0.845193933,260,1,4,0.30838593,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,"5337791",260,NA,NA,5.3842857,NA,1.8762068,0.368,0,0,100,1229.766,472.987,14.5,421.2,527,81.3,8.28,15,"Sand, silt",28.77975845,63.0327,0.550836292407476,1
"87","PD4","Prairie Dog Creek",8,1,2023,44.70591,-106.85977,"1009","Wet","Wet",0.721599994,260,1,3,0.14691911,17,0.065384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058823529,NA,0.823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117647059,NA,NA,"5338387",260,NA,NA,5.55,NA,2.2006156,0.570666667,1.7775265,15.8454446,82.3770288,1531.904,589.194,17.1,198.2,233.3,80.3,7.74,12,"Sand, silt, gravel",5.31946659,63,0.501307034984077,1
